species,animal,habitat,sex,devs,hab_slope,site
gracile,Etheostoma_gracile_A,detritus,M,6.536462851,[-2.2888687],BRCK
gracile,Etheostoma_gracile_A,detritus,M,6.232300047,[-2.2888687],BRCK
gracile,Etheostoma_gracile_A,detritus,M,6.414170704,[-2.2888687],BRCK
gracile,Etheostoma_gracile_A,detritus,M,6.194386707,[-2.2888687],BRCK
gracile,Etheostoma_gracile_A,detritus,F,6.356522902,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,7.01245147,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.753103074,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.097728363,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.168964291,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.146348683,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.786948102,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.731543945,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.230587591,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,6.208193855,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.407297845,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,5.801492303,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.45362002,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.39391524,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,7.203359655,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.748299072,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.672098201,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.626580425,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,6.183479966,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,M,5.943793408,[-2.2888687],EMBR
gracile,Etheostoma_gracile_A,detritus,F,5.684998778,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,F,5.535650736,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,F,5.337266376,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,F,6.071214324,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,F,5.708753027,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.889581956,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.311052815,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.906595435,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.533444579,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,6.16941364,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,6.696220253,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,6.067539544,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,6.122364323,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.661268479,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,6.348327059,[-2.2888687],UNKN
gracile,Etheostoma_gracile_A,detritus,M,5.916039386,[-2.2888687],UNKN
olmstedi,Etheostoma_olmstedi_C,sand,F,6.887640967,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,6.90819356,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,6.791804316,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.180223486,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.638806396,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.094796816,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,6.653877979,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,6.883718914,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.583515019,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.56453634,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.185531133,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.305716666,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.476251319,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.401479277,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.074996086,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.648654553,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.769602266,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.462082163,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.49128798,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,7.429643392,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.301368814,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,6.504015647,[-2.1540114],PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,7.910521037,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.326974603,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.397229326,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.413367481,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,6.730528606,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.270146595,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.172459345,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.54709411,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.51789166,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.740526496,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,7.498824983,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,6.170194238,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,7.072509508,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,7.15702751,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,6.469980098,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,5.691375785,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,6.231857176,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,6.626208923,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,6.874117197,[-2.1540114],ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,5.98636928,[-2.1540114],ROCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,5.897591382,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,7.378023581,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,6.382463105,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,7.62418977,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,8.124596476,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,8.135963184,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,7.107683167,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,6.280422724,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,7.154626159,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,6.158729966,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,6.2714258,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,4.721866028,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,4.856361683,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,6.163379659,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,6.289941831,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.280286294,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.495033776,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.217442491,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.364551954,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.012733879,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.354491294,[-2.1540114],OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,5.843149976,[-2.1540114],OTCK
swaini,Etheostoma_swaini_A,detritus,F,7.700439481,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,5.810500717,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,5.632162129,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.268766245,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.098482071,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.470953904,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.758263749,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.66256961,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.121704096,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.321089181,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,5.869815697,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.259950832,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,6.162831587,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.781947543,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,6.724293215,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.386489924,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.847711864,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,6.138577195,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,6.932097921,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,6.042705821,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.387574007,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.521957675,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,M,5.433721739,[-2.2888687],BGCH
swaini,Etheostoma_swaini_A,detritus,F,6.715065381,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,F,6.509755542,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,F,6.956851993,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,F,5.562066795,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,F,6.538347512,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.494539457,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,5.567039213,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,5.865500467,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.32167482,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,5.631377618,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.464896391,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,5.644437437,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,5.648061106,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.042691987,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.512036545,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,M,6.155830233,[-2.2888687],MYRC
swaini,Etheostoma_swaini_A,detritus,F,6.038164588,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.751546241,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.609978308,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,5.660153952,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.536452296,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.697705834,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,5.828887679,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.338693753,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,5.930857398,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.663227119,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,F,6.823768027,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,6.053677599,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.786833613,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.664093811,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.705029459,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,6.222568696,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,6.464695554,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,6.057434599,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.210595989,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.176507403,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,6.561481558,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.982893126,[-2.2888687],SCRB
swaini,Etheostoma_swaini_A,detritus,M,5.383317288,[-2.2888687],SCRB
zonale,Etheostoma_zonale_A,gravel,F,3.8713452,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,4.560622981,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,3.438042953,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,3.64920731,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,4.273253847,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,4.213838267,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,3.899840052,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,4.213923438,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.566862901,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,4.026033234,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.791727657,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.55335389,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.073808116,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.885863624,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,4.297133336,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,4.046847375,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,4.416125001,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.834272857,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.220747666,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.823143261,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.904378983,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.675958843,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.077722015,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,M,3.786061146,[-2.96354089],FRCT
zonale,Etheostoma_zonale_A,gravel,F,4.140993734,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.168854432,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.348802852,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.219115448,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.751330232,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.884480762,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.506274225,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,5.296579774,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.240078338,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.424913394,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.966787658,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.527891463,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.597500653,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,4.32902035,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.555359645,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,4.017780599,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,4.177688103,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,4.081823849,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.739700718,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.607520935,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.974398555,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.361139821,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.879388281,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.956374535,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,M,3.362504377,[-2.96354089],LNCK
zonale,Etheostoma_zonale_A,gravel,F,3.689436549,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,4.153033114,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,4.828926079,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.414520696,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.78530389,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,4.280272444,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.956121841,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.978224479,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.815066035,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,4.042742579,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,4.173960143,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,F,3.433668398,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,4.041904423,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.314336511,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.86669627,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.359640537,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,4.372784508,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.918049658,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.377159119,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,3.874182455,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,4.154031313,[-2.96354089],MFKR
zonale,Etheostoma_zonale_A,gravel,M,2.930529552,[-2.96354089],MFKR
